IndexCol,HKE01AUG07,HKE04JUL07,HKE06JUL07,HKE08AUG07,HKE09JUL07,HKE10AUG07,HKE12JUL07,HKE17JUL07,HKE20JUL07,HKE20JUN07,HKE22AUG07,HKE23JUL07,HKE24AUG07,HKE26JUL07,HKE26JUN07,HKE27AUG07
68,0.0,0.00039370889060856497,0.0006844309674611396,0.0002663115845539281,0.00010970927043335162,0.0,0.00037889771297413004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012977230166094796,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.756748371082842e-05,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005455175184247488,0.0
74,0.0,0.000580498322167591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010523104769411031,0.0,0.0
78,0.0,4.620218074293107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.913039206052864e-05,0.0
79,0.0005508656615676579,0.0022276082185972,0.00268773103853457,0.001255241110679034,0.003126455932845185,0.0009452527675138425,0.004038220120284758,0.0006852751384486446,0.00037425149700598805,8.566044200788077e-05,0.00016137361218693518,0.0005789908234137185,0.000620356838387529,0.0012743983065342211,0.00013858173892126695,0.0012496418668570236
83,0.0,4.620218074293107e-05,0.0,0.0,0.0,0.0,0.0,0.00014858841010401187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0002791937930448882,0.0,5.161556725508413e-05,0.0,2.2978997196562344e-05,0.0,0.0,0.0,0.0,0.0,0.00012835737137888249,0.0,2.0919626793857997e-05,0.005219689635462713,0.0008986511532291875
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124750499001996,0.0,0.0,0.0,0.0,0.0,2.0160477400104834e-05,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010153347198686054,0.00010080238700052417,0.0001311131506490101
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4617202501107776e-05,0.0,0.0
91,0.00021407560903882955,0.0,0.0,0.0,0.0,5.4597073596855206e-05,0.00013234515616728428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.00021407560903882955,0.00025510234837977175,0.0004061185750471473,0.0006874698708731086,0.00032912781130005483,0.0006463501619183747,0.0009499347161719372,0.00036185987324812726,0.0002813731007315701,0.0,0.00016137361218693518,0.0009908405335931404,0.0,0.00026952340006254486,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929086946063348e-05,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003666148247032722,0.0
99,0.0005508656615676579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46830530401035e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.826078412105728e-05,0.0
105,0.00030543677458766036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.00018407166523499817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.756748371082842e-05,0.0,1.0459813396928999e-05,4.913039206052864e-05,0.0
111,0.0,4.620218074293107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,2.2978997196562344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010080238700052417,0.0
118,0.00024542888697999754,0.0,0.0,0.0005243894208293487,0.0,4.595799439312469e-05,0.0,0.0,0.0,0.0,0.0,0.00012835737137888249,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.00010323113451016826,0.00021941854086670324,0.0,0.0,0.0007307358874649434,0.0,0.0,0.0,0.00041184971017942183,0.0,7.385160750332332e-05,0.0002859729151028529,0.0
121,6.135722174499939e-05,0.009213718112098805,0.010130132420068282,5.161556725508413e-05,0.001126550346525469,4.595799439312469e-05,0.0010433139275471638,6.46830530401035e-05,0.0,0.0,0.0,0.0,0.0,0.0004695256820538365,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0003160051219627715,0.0,0.0,0.0009051255957415502,0.0,0.0,0.0,0.00019409937888198756,4.1839253587715995e-05,0.0,0.0
130,0.0,0.0002791937930448882,8.21422704123542e-05,0.0,0.0,0.0001235340651865422,5.710370031978072e-05,0.000258732212160414,0.0,8.566044200788077e-05,3.2274722437387036e-05,0.0,0.0,0.0,4.032095480020967e-05,0.0
136,6.135722174499939e-05,0.00018480872297172427,0.0005293319806656786,0.0,0.0009957630067399604,0.00011489498598281171,0.0016533168755370287,0.0008338635485526566,0.0,0.0,0.0005337309934542383,0.00045063345203483603,0.001008555596151504,0.0003433750075658682,0.0,0.0011185287162080136
139,0.0,4.620218074293107e-05,0.0,5.161556725508413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017348133393953037,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929086946063348e-05,0.0
144,0.0006735801050576567,0.0,0.0002007628990162618,0.0007091607803613969,0.00013078733978550875,0.0001551521415868351,0.0,0.0,0.0,0.0,0.0,0.0,0.00019409937888198756,2.0919626793857997e-05,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,9.191598878624937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46830530401035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.00012271444348999877,0.0009761879213634579,0.0009400433327274495,5.161556725508413e-05,0.0013459688873921722,0.00040792111074902085,0.00043600141329391075,0.0005751313363922426,0.0,0.0002378519928455919,0.0,0.00019391870927707106,0.0009704968944099379,0.0003778191097390846,0.0006173499907648492,0.0
153,0.0002754328307838289,0.001253401005821044,0.0003878793959513706,0.0034425727672968164,0.006160220015441946,0.002375827074529966,0.0004931051136136915,0.00047200367530452934,0.5867732739360896,0.0003235124348534727,0.0,0.005273713444204161,0.0013967543539154792,0.2706480625173988,0.003739337693630371,0.0017549535681391805
155,0.00021407560903882955,0.00025510234837977175,0.000552163936776079,0.00025807783627542066,5.485463521667581e-05,0.00019247105677622925,0.00018944885648706502,0.0,0.0,0.0004994048735170738,3.2274722437387036e-05,0.00021793100090235077,0.0,0.00010523104769411031,2.0160477400104834e-05,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.454944487477407e-05,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.913039206052864e-05,0.0
161,0.00967555035778719,0.0,0.0001232134056185313,0.006056286123165053,0.00010970927043335162,0.003964667405587711,0.0005112428691414143,0.00040732062226442583,0.0,0.0,0.0,0.0006297807110817726,0.001008555596151504,0.00028368078916672364,0.0,0.0004821038642768463
164,6.135722174499939e-05,0.0,0.0,5.161556725508413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929086946063348e-05,0.0
165,6.135722174499939e-05,0.0,0.0,0.0,0.0,0.0,5.710370031978072e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,4.620218074293107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019364833462432224,0.0,0.0,0.0,0.0026571120940411925,0.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019502177184165155,0.0,0.0,0.0,0.0,0.00017009325646115766,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.00018944885648706502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014858841010401187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.00013234515616728428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0002791937930448882,4.10711352061771e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.008434546106848377,0.0035775176820265955,0.00020646226902033653,0.0058859468393585666,2.2978997196562344e-05,0.0039293935871184205,0.000788402799536358,0.0,0.008101525535280336,0.0,0.0,0.001008555596151504,1.0459813396928999e-05,0.0011250881572688553,0.00015432098765432098
186,0.0,0.0,0.0003468082607451935,0.0,0.0005569259250065538,0.0001608529803759364,0.00013234515616728428,6.46830530401035e-05,0.0,0.00010936132983377078,6.454944487477407e-05,0.0003222760806559535,0.0,7.321869377850299e-05,0.0,0.0
192,0.0,0.0,0.0,5.161556725508413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.878374185541421e-05,0.0,0.0,0.0,0.0
193,0.0,0.0004399110713514961,0.0037965197601386334,0.0003179271518090122,0.005455489330464956,0.0,0.004479602401051893,0.012488730924266046,0.0007803750967395541,0.0,0.0,0.0010831794675341033,0.0,0.0001889095548695423,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016755165358169074,0.0
197,0.0,0.0,4.10711352061771e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0459813396928999e-05,0.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929086946063348e-05,0.0
203,0.0,0.0,0.0,0.0,0.0,2.2978997196562344e-05,0.0,0.0,0.0,0.0,0.0,0.00012835737137888249,0.0,2.0919626793857997e-05,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020119768172378377,0.0
217,0.00024542888697999754,0.0,0.0,0.0008123919148715652,0.0,0.0006263094051364417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.929086946063348e-05,0.0
234,0.0,9.240436148586214e-05,0.0,0.0,0.0,0.0,0.0,0.00014858841010401187,0.0,0.0,0.0,0.0,0.0,0.0,2.0160477400104834e-05,0.0
240,0.0,0.0,0.0,0.0003613089707855889,0.0,0.0,0.0,6.46830530401035e-05,0.0,0.0,9.682416731216112e-05,0.0,0.0,0.0,0.00019025373386126249,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.566044200788077e-05,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.46830530401035e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,4.620218074293107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004679255322796897,0.0
268,0.0004895084398226586,0.0,0.0,0.00033961806129730054,0.0,0.00010055506798997989,0.0,0.00047200367530452934,0.000124750499001996,0.0,0.0,3.878374185541421e-05,0.0,0.0,0.0,0.0
270,0.0,9.240436148586214e-05,0.0,0.0,0.00010970927043335162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0005508656615676579,0.0003253959737878193,4.10711352061771e-05,0.0003179271518090122,0.0007552663965210998,0.0,0.000568346569461195,0.00019404915912031047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021987756297882604
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008768945940867451,0.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016128381920083867,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010549188454018393,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0459813396928999e-05,0.0,0.0
291,0.0017753114281929725,0.00023101090371465533,0.0003832866189367469,0.001831246098763467,0.004088442373720627,0.0009163972894880217,0.002486353757332792,0.0036851079044036375,0.0012793770927475381,0.00030438310167542234,0.008545405056888014,0.0026382393743108277,0.003101784191937645,0.0017156092103797,0.001283830373590227,0.004281512074549966
296,0.0,0.0,0.0,0.00010323113451016826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.00018407166523499817,0.00034750670986563386,0.0001825237199204851,0.0007308516898496852,0.0007552663965210998,0.0002154500539727916,0.00024655255680684573,0.0005559090323684377,0.000124750499001996,0.0,0.00024325849151775493,0.00045063345203483603,0.003722141030325174,8.061384519300255e-05,0.00015874221632137178,0.0012072931285378294
306,0.0,0.0,0.0,0.0001548467017652524,0.0,9.191598878624937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.064190960041933e-05,0.0
307,0.0,0.0,0.0,0.0,0.0,2.2978997196562344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000124750499001996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006664803828253778,0.0
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003981263422431629,0.0
331,0.0,4.620218074293107e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007357712522860113,0.0
333,0.0,0.0003234152652005175,0.0005704031158718557,0.0,0.0004388370817334065,2.2978997196562344e-05,0.0,0.0005104482833521391,0.00037425149700598805,0.0,0.0,0.0,0.00019409937888198756,3.5077015898036776e-05,0.0,0.0
335,0.0,0.0,0.0,0.0,0.00010970927043335162,0.0,5.710370031978072e-05,0.0,0.0,0.0002378519928455919,0.0,0.0,0.0,0.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0005907024908710723,0.0,0.0,0.0,0.0,0.0,0.00020231605185234503,0.0,0.0,0.0,6.929086946063348e-05,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0481432200314504e-05,0.0
344,0.0006735801050576567,0.001414118284127652,0.0012411876812518422,0.0022524043850826476,0.0011814049817421447,0.0015083260198496984,0.0004749673580859686,0.0008530858525764614,0.0,0.007420813553865129,0.0011816215886766832,0.2679139755205804,0.001590853732797467,0.0004590658686569075,0.0025009114805992876,0.002480142832400164
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008831624284675973,0.0
353,0.0,0.0,0.0,0.0002663115845539281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008303058049056834,0.0
356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002771634778425339,0.0
366,0.0,0.0,0.0,0.0,0.0,7.757607079341755e-05,0.00011420740063956144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,0.00012271444348999877,0.0,0.0,0.0,0.0,0.0,0.0,6.46830530401035e-05,0.0,0.0,0.0,0.0003342822264685934,0.0,0.0,4.913039206052864e-05,0.0
371,0.0004281512180776591,0.0004158196266863796,0.0005293319806656786,0.0,0.0005780039943587108,0.0,0.0002855185015989036,0.000129366106080207,0.0,0.0,0.0,0.0,0.0,0.0,0.00011842126152116212,0.0
372,0.0,0.00030130452912270286,0.0001642845408247084,0.0,0.00010970927043335162,0.0,0.00022841480127912289,6.46830530401035e-05,0.0,0.0,0.0,0.0,0.0,2.0919626793857997e-05,0.0,0.0
375,0.0014398707098014808,4.620218074293107e-05,0.0004061185750471473,0.0009156230493817335,0.000350205880652212,0.0017094361558296581,0.0007033821593650914,6.46830530401035e-05,0.000249500998003992,4.283022100394038e-05,0.00021098376908036787,0.00020592485508971091,0.0,0.0,0.00023938412592179113,0.0
380,0.00024542888697999754,0.0,0.0,0.0,0.0,0.0,0.0,0.00014858841010401187,0.0,0.0,0.0,0.0,0.0,9.107365858993155e-05,2.0160477400104834e-05,0.0
387,0.0,0.0,0.0,0.0,0.00010970927043335162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010961182426084314,0.0
