IndexCol,SSE01OCT07,SSE03JUL07,SSE05JUL07,SSE07AUG07,SSE07NOV07,SSE09AUG07,SSE10SEP07,SSE11JUL07,SSE13JUL07,SSE15OCT07,SSE16JUL07,SSE17SEP07,SSE19JUL07,SSE19JUN07,SSE19JUN07.R3,SSE21AUG07,SSE22JUN07,SSE22OCT07,SSE23AUG07,SSE24JUL07,SSE24SEP07,SSE25JUN07,SSE27AUG07,SSE27JUN07,SSE30OCT07,SSE31JUL07
24,0.029961395883231788,0.01609897621079877,0.005641108804406509,0.001720512084010817,0.1067058736347206,0.030845706319106762,0.0365789170914755,0.022988189450849635,0.0053285729630162225,0.060203937002803465,0.001083917815949965,0.029114711862688124,0.0443207546706242,0.01665328299060441,0.01858904878687548,0.05170099885532984,0.00461024889456741,0.11738924358309566,0.06628717228623546,0.013856408282456358,0.04334238926718374,0.023566939407497288,0.08728324771645787,0.0225479941779557,0.07896835443320577,0.0013183790553599269
26,0.00017768301350390902,0.0003423303930212468,0.00016594756057085962,0.00032264009736366597,0.0,0.00021186992033761862,0.0,6.2266500622665e-05,0.00036158485603814393,0.00010447618394421796,0.0002076198882864723,0.00020256978117546637,0.0,0.0001044932079414838,0.00032792893199691753,0.00020690612385341678,4.0709982087607885e-05,0.0,0.00014840235999229575,9.486061421994389e-05,0.00012272448353446513,0.00022878059940517045,0.00020542264036249412,0.00016975046681378373,0.0,0.0004955595271097899
27,0.004555669217907161,0.015856088761520677,0.013649314033756795,0.004911969903191491,0.0,0.006306517465989954,0.0015408802645952178,0.016045876350781342,0.013076943197781476,0.0003759744918959391,0.009483637590633719,0.0017172948589354317,0.0022144487952153067,0.040718609153303414,0.03307593188061285,0.000526453279883728,0.03525860233236882,0.0002467105263157895,0.0013789930378527808,0.010493626792937336,0.0020547250070459956,0.015049547006604966,0.003607736184982824,0.011804660433295897,0.0002883492953537118,0.007835463619973379
28,0.003181621482458339,0.003677689790278362,0.002848787652600355,0.016922910362402795,0.004614263541636647,0.012040519519030332,0.0,0.0020997870887398064,0.004715038492903596,0.001374922167212452,0.007074743435175314,0.00223154340989539,0.0008458622130588125,0.0033191202463601745,0.003818934565660673,0.001953454302117983,0.007105457642829407,0.0010677285887131622,0.0015592426894621755,0.004667113615672941,0.0008796452424413852,0.002507216739556322,0.0019886055187572603,0.001610119716882112,0.0030654089347723484,0.014118776997229743
29,0.0004998746975280493,0.0012875876457207514,0.00026044900969603217,0.0005208954502581942,0.0091042704244076,0.0009918627713091008,0.0011160714285714285,0.003444140923151087,0.0018588471760773184,0.028670084429513843,0.0013242061019954196,0.0005338780787986283,0.0012638787247110227,0.0024043177121328366,0.0011614819054217216,0.000526453279883728,0.0011060588979494696,0.008299169259355286,0.0011140356094852884,0.0024131569253781158,0.000852293283581914,0.0020527788253794986,0.0001478852410529429,0.0009520558284856317,0.017196831380071415,0.001898088345454438
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2847855692884858e-05,0.0,0.0,4.3645251396648046e-05,0.0,0.0,0.0,0.0,8.223684210526316e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,4.288164665523156e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0009665750520724207,0.0008058408528545588,0.0003699300694726908,0.00030087734478739076,0.0009705212304852485,0.0006293087451309663,0.0038258081482380546,0.0013045836178845458,0.00011444703009956891,0.0020442067582011484,0.0,0.002603824297952183,0.0036533159845777595,0.0,4.058112166220274e-05,0.0017708559272435192,0.00012212994626282364,0.002875588756373693,0.004084118628417344,0.0015477292968722163,0.00261618235397828,0.0018208749413408105,0.008118950787399565,0.0018991799152416919,0.0010047388201485364,0.0
33,0.0032408491536263084,0.0014207934389745796,0.000988781479801671,0.002787958482500421,0.006972155280402742,0.0037146666562886954,0.0004248088360237893,0.0020375205881171415,0.0015655982423880528,0.0016190314253772646,0.0007838909411152647,0.0013919585590063959,0.000662674394912342,0.001685683425165458,0.0026826631591189963,0.0012627785878601633,0.0005486452970576078,0.0010684037680407917,0.0016419146471341331,0.000953915024448532,0.0017160830309478174,0.0008563656054526303,0.00100238624493676,0.0007367963681334318,0.0031839873452858347,0.005694265036363315
34,0.01134062689579901,0.001969143128467686,0.0003699300694726908,0.007175140190036777,0.004676691284705315,0.00788951099030262,0.019415565450904233,0.0007216888281846302,0.00020185745746504203,0.010553089065250926,7.519927808693036e-05,0.011158019554571595,0.007567688559405731,0.0,0.00010309278350515464,0.027156283626994793,0.00011148272017837236,0.0037795188402039584,0.010328542254398786,0.004161283927167155,0.005796121347645643,0.0038767770513538267,0.013074297613176456,0.004036979293574976,0.005003452273417673,0.0012653922303029587
35,0.0003814193551921099,0.0,0.0,0.0,0.003569946206597654,0.00023616181170428043,0.00018601190476190475,0.0,5.324246619103397e-05,0.001573217261251598,2.861066605630579e-05,0.0002843637094954054,0.0003661719067605219,0.0,0.0,0.00018259837487446363,0.0,0.0009861669259355285,0.0,3.3315815482014464e-05,0.00012272448353446513,0.0,0.00011507479861910241,2.8291744468963958e-05,0.004579460409441562,0.0
36,0.0005591023686960189,0.0002847797484540277,0.0010187407011046433,0.0028905804743932836,0.0,0.0012586174902619327,0.0,0.0010075121520106054,0.000571404411220687,0.00011563070123596372,0.0004724611086855562,0.0001331482319328525,4.3645251396648046e-05,0.0011760355540810473,0.00251705871377089,0.0,0.00047787255896684325,0.0,0.0,0.0001948080606659873,2.045408058907752e-05,0.00034317089910775565,0.0,0.00031735194282854387,0.0008731446169911387,0.0009069692912348585
38,0.0005780346820809249,0.0,0.0,0.00030786597567858794,0.0021869639794168095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041140976412506856
41,0.001452207720001698,0.0,0.0,0.0005356695719432722,0.0031373402862169796,0.000163286137604295,0.0003720238095238095,0.0,0.0,0.0006782485264368472,0.0,0.001324956059350897,0.00010450412791305256,0.0,0.0,0.00036816265398821764,0.0,0.00045196504191513263,8.267195767195767e-05,1.0173664452199037e-05,0.0010205245138081298,0.0,0.00046838268003453947,2.8291744468963958e-05,0.0027559471158447217,0.0
43,0.0,5.7550644567219155e-05,0.0,0.0,0.0001519804902074899,0.0,0.0,0.0,0.0,0.0,0.0,1.5648196042585533e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31930090292478e-05,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3645251396648046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0040179298936093,0.01154507822317592,0.00070182519061441,6.608511763150938e-05,0.011964175907008111,0.008184122100021314,0.024329788202451755,0.0006339131482746153,5.324246619103397e-05,0.014769483895139615,0.0,0.01341461022771628,0.025385288122453928,5.22466039707419e-05,0.0,0.030874662047877713,0.0,0.007395914354852649,0.027152905237755345,0.013093253226691939,0.03946167075766102,0.007289746334630277,0.024018758451496876,0.009690221057702005,0.01686856401053706,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29663084327817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0030181804985532014,0.0015602098388195255,0.00031691551049023317,0.00013217023526301876,0.008134348021193994,0.0012775205379076011,0.004594983968523689,0.0014291166191298759,0.00014463394241525756,0.0050163485596498286,7.519927808693036e-05,0.004062482851519434,0.003992852535528971,0.0,0.00016232448664881097,0.0050208747939831195,0.00030438540453196045,0.004313720724224354,0.0026658254308147243,0.0037561852591338875,0.003059394025778644,0.006322113714108579,0.002095596831818233,0.0028118695038588477,0.011087126034100631,0.0
52,0.00014450867052023122,0.0,0.0,0.0,0.0012196333754882782,0.0,0.0,0.0,0.0,4.5814164125666554e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00033444816053511704,0.00020525451559934318,0.0,0.0,0.001993362765278763,0.002621607039258907,0.0,0.0,0.0,0.0
53,5.922767116796968e-05,0.0002574911633614521,0.0,7.696649391964698e-05,0.0001519804902074899,0.00018712194289050867,0.0007968326455475988,0.00022355682320331018,0.0001637084474318524,0.00019610451219555106,0.0,0.00033216506500130755,0.0001569599214019978,0.0,0.0,0.00022824796859307952,0.0,0.0008631492524414484,0.00010706638115631691,0.00014623174850567425,9.31930090292478e-05,0.0,0.00020542264036249412,0.00022633395575171166,0.00021199593198805553,0.00013713658804168953
54,0.003833125865306005,0.009485148916284304,0.000686845579962924,0.0,0.015663365880843105,0.001929296830083437,0.005339031587571307,0.0023120957698951512,0.0,0.0036850499747194485,0.0,0.006182498223218684,0.010881875452097118,0.0011109707814872972,0.0011680418228203126,0.005626183129282288,0.0010866433680307643,0.005914976017630282,0.0056867331158016385,0.00842056276466016,0.005552851896222458,0.012146649145039871,0.006196442653711307,0.004823005385036027,0.012575145923482023,0.0
57,0.0,9.99702593971165e-05,0.00019245484006208847,0.00022001810547080336,0.0,0.0002240158660209495,0.0,0.0,0.0002781554775314213,0.0001229012982829757,0.0003400404984860143,8.819430970313796e-06,0.00010470785744547152,5.22466039707419e-05,8.116224332440549e-05,4.564959371861591e-05,0.00016283992835043154,0.0,0.00014840235999229575,0.00021565820159512056,4.090816117815504e-05,0.00011439029970258523,0.0003204974389815965,7.380073800738008e-05,0.0,0.0010441058792765479
58,0.0,0.0,0.0,0.0,0.00030017152658662094,0.0,0.0,0.0,0.0,9.720558689720598e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817668168282813e-05,0.0
64,0.020151136691987353,0.0013814791274402412,8.297378028542981e-05,0.0,4.288164665523156e-05,0.0014102137682633449,0.01750519000080916,0.0,0.00012555943739866275,0.013011115030910441,2.861066605630579e-05,0.018965511116632063,0.010646639299526538,0.0,0.00010309278350515464,0.007747406285078282,4.0709982087607885e-05,0.0064919842710223835,0.01155709711317313,0.002858447439195444,0.019490415980987268,0.0015952176265691576,0.011102335565736777,0.002669199769573659,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2847855692884858e-05,0.0,2.4467627012899326e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,6.362942224484602e-05,0.0002189621195533173,0.00022001810547080336,0.00034305317324185246,0.00010885742506953,0.0,0.0,0.000255099923656076,6.423927846442428e-05,0.00010380994414323615,4.409715485156898e-06,3.4834709304350856e-05,0.0001503307276007216,4.058112166220274e-05,0.0,0.00015219270226598023,0.00045196504191513263,4.1335978835978834e-05,0.00010553709069687811,5.2284847851092756e-05,0.00011439029970258523,0.00020542264036249412,0.0,0.0,0.00013713658804168953
68,0.0,4.241961482989734e-05,0.00019245484006208847,0.00037784383870703773,4.288164665523156e-05,0.00018803411505140494,0.0,0.0,0.00020583850632379253,0.00031900581047852677,0.0002362305543427781,0.0018483011724229202,1.7417354652175428e-05,0.0,0.0,9.129918743723181e-05,0.0,0.00028749135770460635,0.00018973833882827458,1.5260496678298556e-05,9.31930090292478e-05,0.0002844141069397042,0.0002629600396720453,0.00011316697787585583,0.00040287934040219615,0.0012653922303029587
71,5.922767116796968e-05,9.99702593971165e-05,4.1486890142714904e-05,0.0,0.0,0.0,0.0,0.0,5.7223515049784456e-05,1.2847855692884858e-05,2.861066605630579e-05,5.3344969510955556e-05,0.0,0.0,0.00016232448664881097,0.0,0.0,0.0,0.0,1.0173664452199037e-05,0.00013410117020740283,0.0,0.0,8.487523340689187e-05,9.746588693957115e-05,0.00013713658804168953
72,5.922767116796968e-05,0.0,0.0,0.0,0.0,4.228276685143409e-05,0.0007968326455475988,0.0,0.0,0.00013017189532998766,0.0,0.00010228022353675421,3.4834709304350856e-05,0.0,0.0,4.564959371861591e-05,0.0,0.0,4.1335978835978834e-05,0.0,0.00011364708961832533,0.0,0.00020542264036249412,7.380073800738008e-05,3.817668168282813e-05,0.0
73,0.0,2.120980741494867e-05,0.0,0.0,8.576329331046312e-05,2.429189136666181e-05,0.0,0.0,0.0,0.0,0.0,1.1238480557428635e-05,9.589731535317433e-05,0.0,0.0,0.0,0.0,0.0,0.0,3.5607825582696634e-05,5.2284847851092756e-05,0.0,0.0,8.487523340689187e-05,0.0,0.0
77,0.0,0.0,0.0,0.0,0.000537915310104574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817668168282813e-05,0.0
78,0.0,0.0,0.0,0.0,0.0007403563546240133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.000736785382199928,6.362942224484602e-05,4.1486890142714904e-05,0.00018348123120945006,4.288164665523156e-05,6.65746582180959e-05,0.0,0.0,0.00012954048625741325,0.0,5.722133211261158e-05,0.00045122738310054376,0.00013933883721740342,0.0,0.00016232448664881097,0.0003895044987278804,0.0,0.0,0.0010970940541336687,3.611063760743182e-05,0.0005591580541754867,0.00011439029970258523,0.0005834574786536418,8.487523340689187e-05,0.00034763850061045483,0.0004955595271097899
81,0.0,0.0,0.0,0.0,4.288164665523156e-05,0.000163286137604295,0.0,0.0,1.907450501659482e-05,8.435773120432112e-05,0.0,1.5648196042585533e-05,0.0,0.0,0.0,0.0001612565301348009,0.0,0.0,0.0,2.5434161130497593e-05,0.0,0.0,0.0,0.0,0.0,0.0
82,0.00035536602700781805,0.00047864148957063384,0.00019245484006208847,0.0,0.001192508371418124,0.00021725876405861186,0.0003720238095238095,0.0006594223275619652,0.0,0.0003061579547856419,0.0,0.00011351870409418284,0.0007669747932929757,0.0,0.00010309278350515464,0.0003225130602696018,8.141996417521577e-05,0.000739456399619739,0.00037947667765654916,0.0008354094471740377,0.0005296265796702694,0.0009707559051552155,0.00023014959723820482,0.00047602791424281585,0.0009836262965746214,0.0
83,0.0,0.0,0.0,6.608511763150938e-05,0.0,0.00013269323035574365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.007455394374124423,0.0005544284671707336,0.0001244606704281447,0.00019825535289452815,0.014813910682666832,0.0019185191426414503,0.0023904979366427964,0.00022355682320331018,7.231697120762878e-05,0.006112501821863549,2.861066605630579e-05,0.005569950780518055,0.0019271643082206216,0.0,0.0,0.002711121454834081,0.0,0.018569997191253997,0.001238043545993225,0.0008214353365469508,0.001943377210184468,0.000911999112987164,0.0007807966334580062,0.001321059518522532,0.01678498461249031,0.0
86,0.035957461522555134,0.008458025908307073,0.00019245484006208847,0.0,0.005752521904914463,0.009385574361265792,0.040985360531213336,0.0008829791507652754,0.0,0.05077629874951203,2.861066605630579e-05,0.04827301704867569,0.03567008400759902,0.0,0.0,0.06027132218638861,0.0,0.045439163641863276,0.031923484359244525,0.009696339231469672,0.04346631152182873,0.007416629772866933,0.03176966388696871,0.015854012928178847,0.011961141347340679,0.00013713658804168953
87,0.0053919776290581225,0.005001618273151384,0.0018980411211296558,0.0011483056378061914,0.004088315420288792,0.00401155819640963,0.010678063175142614,0.007321134455469409,0.0034307460376285567,0.003958241621072309,0.0015171355384972283,0.009531438559567954,0.00608517611864663,0.0066510586613433564,0.005362046359538697,0.010780460285117335,0.00198038405170794,0.002834807924984876,0.005808705233223434,0.005879170697601337,0.004043608963922214,0.006615897674948837,0.010625392899942786,0.003870949556550395,0.003684332572627602,0.001623815169371059
88,5.922767116796968e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.023164611096972e-05,0.0,0.0,0.0,0.0005080773393833557,0.0,0.0,4.1335978835978834e-05,0.0,0.0,0.0,0.0,0.0,9.746588693957115e-05,0.0
91,0.0002037363416882009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247696111485727e-05,4.3645251396648046e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8291744468963958e-05,0.0,0.0
94,0.0,0.0,0.0,0.0,4.288164665523156e-05,0.0,0.0,0.0,0.0,0.00010447618394421796,0.0,3.328705798321312e-05,3.4834709304350856e-05,0.0,0.0,4.564959371861591e-05,0.0,0.0,0.0,2.0347328904398075e-05,0.0,0.0002844141069397042,0.0,0.000130384226945308,0.00019088340841414065,0.0
95,0.002188993102201626,0.0015480522834642717,0.0,0.0,0.0002144082332761578,0.0006419107768947454,0.0003720238095238095,0.00016129032258064516,0.0,0.003734748059089849,0.0,0.002753326240758445,0.004062521954137673,0.0,0.0,0.0031190018940623334,0.0,0.0033690098090052717,0.0023012544894236544,0.0011665563538952415,0.004655051865948794,0.0014808273268665725,0.0017422889504027958,0.0016605604521500996,0.0007334536829037377,0.0
97,0.0,9.99702593971165e-05,0.0,0.0,0.0,0.00016913106740573637,0.0,0.0,0.0,9.162832825133311e-05,0.0,6.657411596642624e-05,0.0001481493793097006,0.0,0.00010309278350515464,0.0001612565301348009,0.0,0.0,0.0,0.00017775836591174174,0.00010456969570218551,0.0003988044066422894,0.0,2.8291744468963958e-05,0.00013564256862239927,0.0
99,0.0,0.0,4.1486890142714904e-05,0.0,0.0025722999720422515,0.0,0.0,0.0,0.0,8.435773120432112e-05,0.0,0.0,0.0,5.22466039707419e-05,0.0,0.0,0.0,0.0001644736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0005385219090245954,0.0
