IndexCol,TBE01AUG08,TBE01OCT07,TBE02AUG07,TBE02FEB08,TBE02JUL07,TBE04JUL08,TBE04OCT08,TBE05AUG08,TBE05JAN08,TBE05JUL07,TBE05NOV07,TBE06NOV07,TBE07NOV07,TBE08AUG08,TBE08NOV07,TBE09AUG07,TBE09NOV07,TBE09SEP08,TBE10JUL07,TBE10NOV07,TBE10OCT08,TBE10SEP07,TBE11NOV07,TBE12AUG08,TBE12JUL07,TBE13JUN08,TBE14NOV07,TBE15AUG08,TBE15JUL08,TBE15NOV07,TBE16JUL07,TBE16NOV07,TBE16OCT07,TBE17NOV07,TBE17SEP07,TBE18JUL07,TBE18NOV07,TBE19AUG08,TBE19JUN07,TBE19JUN08,TBE20AUG07,TBE20SEP08,TBE21AUG08,TBE21JUN07,TBE22MAY08,TBE22OCT07,TBE23AUG07,TBE24JUN08,TBE24SEP07,TBE25AUG08,TBE25JUL07,TBE26MAY08,TBE27AUG07,TBE27JUL07,TBE27JUN07,TBE28SEP08,TBE29JUL08,TBE29JUN07,TBE29MAY08,TBE29OCT07,TBE30APR08,TBE31AUG08,TBE31JUL07
1,0.1727270442346754,0.0055019086514251705,0.10328336841431375,0.0,0.04264579993527114,0.01277453597435995,0.032144012812830317,0.20887465337304595,0.0,0.05199340915998783,0.0017174697366613067,0.0,0.0,0.19325648769855996,0.0,0.05357847310618422,0.0,0.04014452796556654,0.12478995400585757,0.0,0.05495280985924618,0.0,0.0,0.1494776057739879,0.09043448166325363,0.008357394930878542,0.0,0.10223504784473991,0.014641698851764048,0.0,0.17213230501407362,0.0,0.002292395262111004,0.0,0.0,0.17276065196848123,0.0,0.10028182238245391,0.0,0.0018880607597073684,0.12568562428119237,0.02664880159657447,0.11879806792822853,0.002553670598021558,0.003279691460308506,0.001885648956976094,0.031847997566846,0.0018887707603377475,0.00266367442312426,0.08630196181827997,0.18938555403737048,0.004508614627818909,0.0019347740451054092,0.1588891725332252,0.011677386776566817,0.031308429959828125,0.11640374594069754,0.011615691672261707,0.004413819158624089,0.001764738743157155,0.0,0.08350338084693325,0.15499990446957948
2,0.134877936276016,0.004607129743699208,0.11704241188017517,0.0,0.018019409495784417,0.006558009136272808,0.012989245150784316,0.19952083413835894,0.0,0.027446049495288824,0.0,0.0,0.0,0.15625049111058786,0.0,0.05767067625191911,0.0,0.03274681914484033,0.11262738198009951,0.0,0.018965111437272784,0.0,0.0,0.12305002022285477,0.0639844338417323,0.007335244232060279,0.0,0.19776185338453262,0.007176922939987884,0.0,0.1476769585625546,0.0,0.001395188366930491,0.0,0.0,0.16391216239330458,0.0,0.12596046547970374,0.0,0.0,0.04297126146603605,0.016045117406750863,0.23504543456892044,0.0012704988368393059,0.0013049301939715274,0.0,0.01533742713280549,0.0019300779974081577,0.0011638480604024195,0.12304082900176644,0.2416442466961716,0.0014882682567006478,0.0,0.16180608782436395,0.0039498546596073575,0.017095556153335408,0.07908992708642443,0.00678518505196072,0.001372963014496991,0.0,0.0,0.07822384310884821,0.13822998282921925
3,0.11255213033818444,0.0,0.0872770065532139,0.0,0.019113917990796737,0.011369041678616684,0.1574001583503372,0.10916959324805223,0.0,0.013484346754971123,0.0,0.0,0.0,0.127121160122621,0.0,0.09462790373856303,0.0,0.10948169847330648,0.04046222341829228,0.0,0.11547114886037867,0.0012360982921559628,0.0,0.18575762448484284,0.03351709346441584,0.0,0.0,0.13701797160269502,0.029343308915112533,0.0,0.08154738701899245,0.0,0.0,0.0,0.0,0.09424728736156704,0.0,0.10373434714808326,0.0035494719404385437,0.0013404163384360156,0.1598104903061319,0.12240036862646443,0.17176210461913527,0.0066604615143136875,0.0,0.0,0.1758447350249726,0.004919065424292225,0.012367227140691366,0.13124444084860787,0.06633137061579053,0.0,0.09706336246518546,0.1762328409401142,0.02145455186000392,0.11587709363538587,0.07811742029666159,0.023745579307162805,0.0,0.0,0.0,0.11808083449555193,0.12737040365011515
4,0.05133099019200554,0.05108815171686076,0.023383890295990663,0.18804960747654173,0.12089420401054306,0.0745383678620507,0.02981156464074054,0.030002089122112732,0.1807888467539661,0.06186431188110892,0.127221872375776,0.11875235584323074,0.13522098989784123,0.031569690214481784,0.10736841114938563,0.06367189134461392,0.12002909175603577,0.07216196342682867,0.06463786734353737,0.14230937277943922,0.07016895614190884,0.025203252043148338,0.16681219763051497,0.035294624537757176,0.06388593746594784,0.09386046571362451,0.13951791557018642,0.04183780756501194,0.08087256621171293,0.11924078995362582,0.04069161337946801,0.09984114716534573,0.045946248766648545,0.12216184629016254,0.022913236546701028,0.037231224160771355,0.13135679451942606,0.05173239189763194,0.0784630936597929,0.07959328394411035,0.044585160293434845,0.07895065298495368,0.03164224741543625,0.09239264200851499,0.057054957718658275,0.09408692865297943,0.022864680648480566,0.11403728227688044,0.028291965428141098,0.05916190539608667,0.016724650598705457,0.060360283962191646,0.02489097453356209,0.01525360801714947,0.09939267967555127,0.0507469582515749,0.03166426001154552,0.12221824928500383,0.05645197623985092,0.07679714184405853,0.07762475373157825,0.04740547899609309,0.022880746829769528
5,0.05026607099462803,0.011023855144772882,0.02508910859756085,0.056341040533562065,0.015283540464691884,0.05494986266290222,0.057077910718543325,0.028278253118567444,0.0879501356995051,0.03389611428388604,0.07042625897918417,0.0792179964704204,0.07658845508817273,0.03959449934053824,0.06059317064340342,0.04254377929344453,0.06567694637635701,0.08381720694289528,0.022732823981508703,0.06540670975027618,0.057409924719975816,0.02089318787862075,0.050495807241585394,0.05035546853080357,0.021637115489381232,0.06720101884332894,0.06256851542410022,0.06410131508805672,0.06505370868330124,0.05908317903255173,0.016845768497353513,0.0531549725712907,0.030148060143855546,0.0578234062216267,0.0752940376813806,0.010371471326047326,0.0695470068327162,0.066131552277945,0.015360259835529822,0.060712676347036636,0.04824943483094224,0.06377641992294635,0.0646372237794597,0.008043642497720402,0.06267931963693404,0.053289465010677474,0.048710520737040734,0.05345135239257041,0.052415947029380835,0.06462238027183848,0.01026007157985518,0.06286477343847244,0.05960029102789151,0.006600196291631416,0.007011962565934722,0.05884881624039077,0.033761332471399695,0.004715224504024697,0.0669827907373126,0.052624862642025795,0.054895608108885316,0.0598373258780833,0.013776072700575985
6,0.05531514079859912,0.11761095035878372,0.12633855645069728,0.0064107103708325695,0.04499956609023072,0.027535725351745678,0.021415831686638683,0.10387538581199854,0.008633214006794008,0.25378253427396774,0.18077126010588024,0.10261807429553227,0.11210071564494085,0.06520509578830741,0.08077013912132155,0.09013647143564948,0.06567947322827856,0.051884015683450656,0.2256958320618183,0.07976712744365547,0.05294192345694711,0.07526452789738604,0.041056751019062976,0.051936428350122445,0.12584772441493036,0.036900407912865266,0.02060225533064508,0.06855942630918764,0.054467300965345695,0.01979163735188336,0.11398301373328497,0.023453408743630454,0.13616579908369106,0.01785098787196373,0.042874233902965964,0.09407612586303378,0.03267276677293313,0.0828814722884009,0.45940417081494406,0.02802617935920967,0.10712256185325433,0.02369104753803081,0.04814507463576485,0.38417557893888243,0.0,0.10335271536574711,0.1293666593078781,0.03179744035298681,0.030786892310365924,0.05745621934922119,0.12285991366639579,0.0,0.11251796340359789,0.1517488905492316,0.14754557717857983,0.032819160834109504,0.20594436092782642,0.05053604447326156,0.0,0.14504030506098423,0.0,0.07156817493726693,0.14693161665463056
7,0.04696771929779259,0.0,0.010715889664061052,0.02691569690461616,0.0,0.041144487790316535,0.07494113145124708,0.0011053660894599104,0.026001546629567992,0.006956855593415558,0.020283942494009066,0.01613330715119596,0.013984216641307893,0.03454441089231517,0.008333391904346184,0.008371398989032016,0.006818215526186701,0.09353307957954245,0.006595744614732503,0.004410123092582839,0.07509774552949029,0.010210682129263056,0.004703985564503045,0.03839213275518481,0.007764156824466845,0.03390856581793853,0.0045170650683903505,0.026342713935294856,0.07501308866711147,0.0031876099290263056,0.010765685454736251,0.002465335280018548,0.07800915796524414,0.0027672957086925065,0.10503524838300889,0.0037821553537673454,0.0020530106907826837,0.08608213373866767,0.0,0.03810555177105576,0.061391006372446516,0.10122136693505336,0.016534106434710358,0.0,0.008470093003033552,0.0686032184954626,0.07672474356054654,0.03845884291314353,0.1189276240697676,0.06773728768547393,0.0022070231582829937,0.008707596931857707,0.15733164212851994,0.0,0.0,0.19005506259312038,0.006938229934997541,0.0,0.0173342913435478,0.014386560861938827,0.003519449192861416,0.04458226941876858,0.0041039585076822595
8,0.04270306316413813,0.003134001869814894,0.02009308362787052,0.2853602839596373,0.019680684320388275,0.0666667786433733,0.038746890418222706,0.010250070581687459,0.22487162044199896,0.019917134584313156,0.05808913197124144,0.06615901624319843,0.08087848619266871,0.034807024945242744,0.06609517001541934,0.02102689863803049,0.08940606345584355,0.10599839930977017,0.011569569532863507,0.1039740712592668,0.09126394724458324,0.008963358345102753,0.134094611111214,0.04237953801376707,0.013549365792894268,0.13501825434254186,0.14989984090613465,0.039933789022477705,0.104682827791149,0.13653484654223966,0.013924614143957454,0.1595789676657413,0.020292962091648978,0.15153088341826132,0.038494682105670565,0.007349392977222091,0.14600316472583638,0.07206650269939986,0.01733681129030314,0.10141053180957095,0.034808469579823045,0.08713576631986904,0.034992531710058575,0.0,0.180627994213186,0.02783320717326043,0.030868470502225263,0.13632821774881723,0.03855313649655066,0.0704781086359104,0.006661034490111934,0.1601846927091673,0.03440799118107349,0.0038753326789603133,0.012581533314043616,0.07271603892289201,0.020430491449564967,0.011889976722768324,0.12896226396317675,0.02255220073560724,0.1547693272318231,0.05858813728170854,0.012194734077279584
9,0.025018881621050065,0.007678028855173611,0.01980233622292831,0.0,0.05791390108055093,0.03443521678620415,0.0159164895373203,0.022045082662939884,0.0027139901017896794,0.04704835948872997,0.005657581503994518,0.0057987151625778655,0.007231315777631673,0.02594244501425085,0.005921727696083028,0.0230493516602465,0.005559623543008943,0.008962697555353016,0.04164185788077238,0.004054062379128437,0.025767438065964234,0.02030787492653546,0.0024477383742375954,0.019607129187756655,0.0539598494357216,0.017418066572081184,0.0035569986291912234,0.0169835332354305,0.01661919830510108,0.003391360891020475,0.03312957431568511,0.0039089014572717415,0.00907956399307798,0.004409795912494049,0.01434048970576912,0.03597284960654856,0.003853890661605945,0.00444160056864482,0.0490334045498605,0.025134253948997497,0.01749640890656416,0.013019013137504844,0.00777978777290332,0.04942990162756994,0.0,0.013044924624736677,0.018934909935476748,0.015704714207013613,0.014931778342399803,0.007709611659763145,0.01943787489101564,0.0,0.02215068570218741,0.01736706972612187,0.04482712136049603,0.014394265301831187,0.0243978588329201,0.0554769152231739,0.0,0.005907000088726753,0.0,0.010746453765626282,0.02512781137254386
10,0.02444855006581752,0.007358474607655594,0.04353564774493633,0.0066791544610801485,0.06271431941850927,0.04580075919273942,0.02929660485547339,0.016350212521403194,0.01605626973307232,0.035321783366127554,0.02479963809335024,0.0315364900025915,0.02968828426512826,0.01814743836993529,0.03240426046502241,0.055872412314987976,0.03266285697963192,0.01747604870508515,0.02545674062481678,0.0233236230222728,0.019668322468914458,0.03762271359665339,0.007151723938740643,0.020285963395889887,0.04172512022356774,0.017933007443903345,0.01515193964439019,0.01667422586928856,0.025456671062947075,0.014121654162718558,0.025301679306336276,0.015551992115242658,0.03791474514214308,0.018007825125654246,0.03331475366008923,0.0344170569587379,0.01734028838419816,0.014137727582811746,0.054712290710201845,0.022541950257518956,0.06321288596325578,0.02209602918235209,0.023005689602808542,0.07927250085351381,0.03886669374659391,0.024649563953424766,0.0554541915841541,0.019418436577356677,0.022061775597824865,0.01750131185024391,0.022782126611218746,0.048404486448246554,0.04058524809712539,0.022156994321742427,0.08202771428275957,0.02695561426662566,0.024723360987393816,0.06416561661597818,0.044494821805214746,0.02634528195740224,0.01104671795169133,0.022091022499158203,0.041216819115376016
