,TBE01AUG08,TBE02FEB08,TBE04JUL08,TBE04OCT08,TBE05AUG08,TBE05JAN08,TBE08AUG08,TBE09SEP08,TBE10OCT08,TBE12AUG08,TBE13JUN08,TBE15AUG08,TBE15JUL08,TBE19AUG08,TBE19JUN08,TBE20SEP08,TBE21AUG08,TBE22MAY08,TBE24JUN08,TBE25AUG08,TBE26MAY08,TBE28SEP08,TBE29JUL08,TBE29MAY08,TBE30APR08,TBE31AUG08
1,0.15609266671318034,0.0,0.011729279773205165,0.02923817243691188,0.194582891558438,0.0,0.1767481716784003,0.03386849934161009,0.046363418477642554,0.13114604383763723,0.007482320525171247,0.09236311906684229,0.012949939794046256,0.08998091372633224,0.001638103403812082,0.02340348599509159,0.10605560597310454,0.002867454000131344,0.0015406189153045033,0.07434119293872438,0.0039847036242554095,0.027110368926337402,0.10402729635251173,0.00371687510665789,0.0,0.07127969290814024
2,0.12188859508004715,0.0,0.006021410411225001,0.011815008653566831,0.18586908562550997,0.0,0.14290329373431082,0.027627317566123914,0.01600077230433845,0.10795947167342787,0.006567195750424956,0.17866575109129557,0.006347673239308221,0.11302185688281793,0.0,0.014091128231701184,0.20983410276906736,0.001140908329298711,0.0015743121046030615,0.10598834389676003,0.0013153281896723565,0.014803260173458555,0.07068081200504976,0.001156171530266462,0.0,0.06677300318072113
3,0.10171286289636933,0.0,0.010438787825199773,0.143171078179992,0.10169991801985562,0.0,0.11626224247827854,0.09236578484225816,0.0974224468306621,0.16297677125427928,0.0,0.12378736541167534,0.025952868424351315,0.09307879652995066,0.001162960754958799,0.10749433900666412,0.15333863930854086,0.0,0.00401234781765142,0.11305500006831495,0.0,0.10033945370617046,0.06981170550675006,0.0,0.0,0.10079550714968433
4,0.04638758904026764,0.16729048890900927,0.06843938380594539,0.027116579148207736,0.02794926603060973,0.16120174739998128,0.02887295061766104,0.060880462037246105,0.059201207109872325,0.030966179535015986,0.08403265550086414,0.03779790280424515,0.07152823412329115,0.04641846130841845,0.06905605589178002,0.06933596975235884,0.028248251697345877,0.04988349322417726,0.09301710817159448,0.05096253353931804,0.053346285304846246,0.04394243856542432,0.028297606175682263,0.047538183524708066,0.07158480480612409,0.040466002103541246
5,0.04542522626674114,0.0501214564761996,0.05045367706240097,0.051918029203289334,0.026343379491838008,0.07842140604016365,0.03621226614589823,0.07071357323209675,0.048436474338251566,0.04417999906548372,0.060164628662702516,0.05791162152934794,0.05753714916262445,0.05933854569790266,0.05267502185365919,0.05600966876782999,0.057704136573090314,0.05480090672966268,0.04359881372256907,0.05566622981368638,0.05555974755807799,0.050957940759159936,0.030171710625594733,0.05640617762500305,0.05062420429411828,0.05107800630075607
6,0.0499880483402322,0.005703021062271666,0.025282658176939796,0.01947982609949343,0.09676795440061428,0.007697870795465193,0.05963515948129369,0.04377268434996374,0.04466684339768592,0.04556707390319173,0.033036691672126015,0.06193925262270714,0.048173936329829865,0.07436792062924122,0.024315838125508662,0.020805929949834014,0.042980960500142086,0.0,0.02593630687999335,0.04949324207906229,0.0,0.028418530063856202,0.18404764291075404,0.0,0.0,0.06109162862370257
7,0.04244452041145255,0.023944426978193184,0.03777790515338279,0.06816640276830171,0.0010297339885161384,0.02318447640463475,0.03159356531640836,0.07891050672897834,0.0633596027506032,0.03368381704577746,0.030358115189850286,0.023799032475090576,0.06634578349407247,0.07723981141643978,0.03306081848233454,0.08889453564670087,0.01476063296093676,0.00740545333515868,0.0313698316899603,0.05834943571242282,0.007695754886399291,0.16457110336828676,0.006200533288486817,0.01459719885906531,0.003245602354723671,0.03805606959965986
8,0.03859056950604357,0.2538588729826332,0.06121187492492408,0.035244145466179336,0.009548733368336034,0.20050848714825573,0.03183374640561662,0.08942705019010205,0.0769989485316584,0.03718221683705546,0.12088095203056222,0.0360777383884507,0.09258736510637652,0.06466386038760089,0.08798495307184859,0.07652429244701063,0.031239179388720534,0.1579241434173143,0.11119921769438113,0.06071040057108884,0.14157087670569818,0.06296574579405498,0.01825825081036577,0.10859906384846046,0.142726791999575,0.05001168085823102
9,0.022609452779758097,0.0,0.03161760963740963,0.014477628178916173,0.020536699211361472,0.002419949873512602,0.023726394801753585,0.007561506676897355,0.021739862205572474,0.017202559612011302,0.015594280047668156,0.015343584567808748,0.014698951238875192,0.003985361136037605,0.021806770112902198,0.011433545727349857,0.00694531587075883,0.0,0.01280990804964072,0.006641120500689377,0.0,0.012464177962833979,0.021803793947249288,0.0,0.0,0.009173328271216948
10,0.02209404667319629,0.005941831149167772,0.0420531845129314,0.02664817207385185,0.01523148729935924,0.014316694774977358,0.016597251614836276,0.014743915897324945,0.016594068032466023,0.017798143280597336,0.01605530321174633,0.015064144261480478,0.02251530788603032,0.012685505864300612,0.01955765737704735,0.019405154398492174,0.020538064248057115,0.03398138446994863,0.01583909033585787,0.015075768540225479,0.04277977793676646,0.02334121028559802,0.02209468758484811,0.037469069211828666,0.010187177547185407,0.018857216124616872
