IndexCol,TBE01AUG08.R2,TBE01OCT07.R1,TBE29JUN07.R1,TBE02FEB08.R2,TBE30APR08.R2,TBE06NOV07.R2,TBE14NOV07.R1,TBE14NOV07.R2,TBE19AUG08.R1,TBE15JUL08.R2,TBE09AUG07.R2,TBE15AUG08.R1,TBE17SEP07.R2,TBE10NOV07.R1,TBE31JUL07.R2,TBE24SEP07.R1,TBE04OCT08.R2,TBE21AUG08.R2,TBE29MAY08.R1,TBE05NOV07.R2,TBE17SEP07.R1,TBE29OCT07.R2,TBE17NOV07.R2,TBE25JUL07.R1,TBE10NOV07.R2,TBE11NOV07.R1,TBE19JUN08.R2,TBE02FEB08.R1,TBE31AUG08.R2,TBE27JUN07.R1,TBE12AUG08.R1,TBE06NOV07.R1,TBE22MAY08.R2,TBE04OCT08.R1,TBE05JAN08.R2,TBE04JUL08.R2,TBE15NOV07.R2,TBE27AUG07.R2,TBE15AUG08.R2,TBE16NOV07.R2,TBE26MAY08.R2,TBE31AUG08.R1,TBE26MAY08.R1,TBE04JUL08.R1,TBE16OCT07.R1,TBE10OCT08.R2,TBE21JUN07.R1,TBE10SEP07.R2,TBE02AUG07.R2,TBE01AUG08.R1,TBE13JUN08.R2,TBE30APR08.R1,TBE27AUG07.R1,TBE29JUL08.R2,TBE27JUL07.R2,TBE20SEP08.R2,TBE20AUG07.R1,TBE24JUN08.R2,TBE18JUL07.R1,TBE12JUL07.R2,TBE24SEP07.R2,TBE19JUN07.R2,TBE27JUN07.R2,TBE12AUG08.R2,TBE09SEP08.R1,TBE29JUL08.R1,TBE16OCT07.R2,TBE08AUG08.R2,TBE09AUG07.R1,TBE20AUG07.R2,TBE23AUG07.R2,TBE25AUG08.R1,TBE16JUL07.R2,TBE09SEP08.R2,TBE25JUL07.R2,TBE08AUG08.R1,TBE15NOV07.R1,TBE22OCT07.R2,TBE09NOV07.R1,TBE05AUG08.R2,TBE09NOV07.R2,TBE11NOV07.R2,TBE19JUN07.R1,TBE18NOV07.R2,TBE02JUL07.R1,TBE02JUL07.R2,TBE29JUN07.R2,TBE10JUL07.R2,TBE22MAY08.R1,TBE29OCT07.R1,TBE16JUL07.R1,TBE28SEP08.R1,TBE19AUG08.R2,TBE25AUG08.R2,TBE19JUN08.R1,TBE02AUG07.R1,TBE05JUL07.R2,TBE20SEP08.R1,TBE05JUL07.R1,TBE27JUL07.R1,TBE01OCT07.R2,TBE31JUL07.R1,TBE23AUG07.R1,TBE07NOV07.R2,TBE28SEP08.R2,TBE21JUN07.R2,TBE18JUL07.R2,TBE22OCT07.R1,TBE18NOV07.R1,TBE13JUN08.R1,TBE10OCT08.R1,TBE05AUG08.R1,TBE08NOV07.R2,TBE10JUL07.R1,TBE05JAN08.R1,TBE07NOV07.R1,TBE24JUN08.R1,TBE08NOV07.R1,TBE16NOV07.R1,TBE21AUG08.R1,TBE29MAY08.R2,TBE12JUL07.R1,TBE10SEP07.R1,TBE05NOV07.R1,TBE17NOV07.R1,TBE15JUL08.R1
1,1278.0,65.0,400.0,0.0,0.0,32.0,0.0,0.0,11615.0,246.0,523.0,6484.0,0.0,0.0,2027.0,100.0,457.0,510.0,46.0,20.0,0.0,155.0,0.0,8850.0,0.0,0.0,3.0,0.0,219.0,352.0,1230.0,0.0,19.0,1553.0,0.0,21.0,0.0,24.0,1971.0,0.0,37.0,743.0,158.0,74.0,30.0,173.0,55.0,0.0,5662.0,4243.0,68.0,0.0,46.0,486.0,2377.0,242.0,1129.0,3.0,7577.0,3194.0,48.0,20.0,143.0,344.0,973.0,1564.0,14.0,3614.0,1082.0,508.0,195.0,877.0,12872.0,286.0,3877.0,11530.0,0.0,9.0,0.0,2625.0,4.0,0.0,0.0,0.0,779.0,327.0,190.0,1098.0,59.0,290.0,29121.0,292.0,3331.0,258.0,8.0,13280.0,197.0,906.0,377.0,5188.0,36.0,4560.0,419.0,0.0,89.0,15.0,3513.0,27.0,0.0,203.0,494.0,8958.0,0.0,2533.0,0.0,0.0,9.0,0.0,0.0,1708.0,10.0,7277.0,0.0,40.0,0.0,716.0
2,997.0,57.0,219.0,0.0,0.0,0.0,0.0,0.0,14336.0,116.0,527.0,12337.0,0.0,0.0,1790.0,48.0,196.0,1038.0,12.0,0.0,0.0,0.0,0.0,11044.0,0.0,0.0,2.0,0.0,200.0,109.0,962.0,0.0,0.0,596.0,0.0,12.0,0.0,0.0,3886.0,0.0,15.0,710.0,45.0,35.0,26.0,55.0,0.0,0.0,6409.0,3316.0,56.0,0.0,0.0,329.0,2402.0,147.0,401.0,4.0,7307.0,2241.0,0.0,0.0,53.0,301.0,745.0,1066.0,0.0,2791.0,1243.0,167.0,97.0,1197.0,11117.0,252.0,5058.0,9704.0,0.0,0.0,0.0,2510.0,0.0,0.0,0.0,0.0,336.0,135.0,118.0,996.0,30.0,0.0,24820.0,161.0,4271.0,387.0,0.0,15066.0,100.0,542.0,208.0,5325.0,29.0,4106.0,195.0,0.0,48.0,13.0,3280.0,0.0,0.0,188.0,183.0,8549.0,0.0,2275.0,0.0,0.0,7.0,0.0,0.0,3296.0,4.0,5191.0,0.0,0.0,0.0,363.0
3,756.0,0.0,852.0,0.0,0.0,0.0,0.0,0.0,12904.0,418.0,848.0,9370.0,0.0,0.0,1619.0,488.0,2107.0,642.0,0.0,0.0,0.0,0.0,0.0,3298.0,0.0,0.0,2.0,0.0,269.0,657.0,1598.0,0.0,0.0,7969.0,0.0,17.0,0.0,1047.0,2399.0,0.0,0.0,1161.0,0.0,70.0,0.0,306.0,108.0,0.0,4561.0,2986.0,0.0,0.0,2659.0,296.0,2521.0,1088.0,1487.0,8.0,4475.0,1142.0,212.0,70.0,258.0,403.0,2867.0,1133.0,0.0,2141.0,2076.0,623.0,988.0,1510.0,5953.0,698.0,1269.0,8273.0,0.0,0.0,0.0,1246.0,0.0,0.0,141.0,0.0,359.0,142.0,372.0,353.0,0.0,0.0,14118.0,1160.0,3140.0,329.0,6.0,11741.0,43.0,4225.0,116.0,6013.0,0.0,3851.0,2508.0,0.0,299.0,55.0,1763.0,0.0,0.0,27.0,1191.0,5069.0,0.0,828.0,0.0,0.0,23.0,0.0,0.0,2744.0,0.0,2791.0,33.0,0.0,0.0,1632.0
4,436.0,685.0,4115.0,655.0,951.0,3093.0,4308.0,1952.0,5257.0,1431.0,632.0,2358.0,502.0,2354.0,284.0,1160.0,448.0,165.0,505.0,1385.0,1152.0,6327.0,478.0,740.0,1074.0,1055.0,129.0,1686.0,132.0,2866.0,223.0,6765.0,386.0,1373.0,397.0,151.0,2182.0,289.0,912.0,260.0,682.0,401.0,1636.0,362.0,618.0,240.0,1536.0,247.0,1302.0,1099.0,794.0,2598.0,636.0,162.0,255.0,863.0,383.0,220.0,1573.0,2262.0,465.0,1510.0,1277.0,105.0,1554.0,343.0,273.0,666.0,1263.0,188.0,139.0,509.0,3070.0,589.0,361.0,1663.0,4648.0,541.0,821.0,430.0,355.0,477.0,3202.0,1532.0,2109.0,973.0,2044.0,594.0,885.0,13541.0,6824.0,414.0,1971.0,210.0,331.0,2960.0,224.0,2289.0,472.0,438.0,298.0,707.0,303.0,4386.0,167.0,746.0,784.0,1152.0,3356.0,2199.0,580.0,1124.0,477.0,1256.0,1006.0,9421.0,452.0,970.0,659.0,371.0,160.0,5128.0,622.0,3182.0,936.0,3765.0
5,418.0,144.0,171.0,192.0,673.0,2044.0,1973.0,857.0,6690.0,1173.0,386.0,3566.0,1695.0,1072.0,165.0,1969.0,923.0,304.0,604.0,755.0,3689.0,4286.0,206.0,455.0,498.0,318.0,99.0,516.0,177.0,185.0,380.0,4555.0,401.0,2447.0,200.0,108.0,1034.0,683.0,1414.0,142.0,690.0,478.0,1756.0,275.0,397.0,174.0,147.0,197.0,1362.0,1102.0,581.0,1836.0,1543.0,156.0,107.0,682.0,411.0,92.0,468.0,774.0,944.0,303.0,98.0,128.0,1709.0,412.0,183.0,840.0,923.0,205.0,300.0,596.0,1266.0,721.0,221.0,2072.0,2405.0,317.0,441.0,437.0,198.0,145.0,610.0,807.0,258.0,127.0,73.0,216.0,1031.0,9388.0,2836.0,474.0,2530.0,215.0,251.0,3257.0,127.0,1890.0,249.0,197.0,66.0,439.0,637.0,2419.0,196.0,59.0,205.0,630.0,1786.0,1541.0,534.0,962.0,256.0,426.0,472.0,5478.0,238.0,576.0,343.0,853.0,188.0,1719.0,533.0,1788.0,487.0,2971.0
6,404.0,1586.0,1798.0,19.0,0.0,2540.0,659.0,278.0,9399.0,800.0,802.0,4213.0,941.0,1401.0,1853.0,1199.0,318.0,221.0,11.0,1917.0,2152.0,11203.0,55.0,5920.0,566.0,274.0,42.0,66.0,195.0,4382.0,409.0,6136.0,0.0,997.0,17.0,52.0,330.0,1217.0,1370.0,66.0,0.0,617.0,0.0,143.0,1891.0,161.0,6956.0,749.0,6616.0,1374.0,267.0,0.0,3075.0,823.0,2163.0,219.0,1043.0,52.0,4393.0,4337.0,535.0,8266.0,1837.0,126.0,1267.0,2869.0,782.0,1156.0,1990.0,397.0,762.0,586.0,8303.0,366.0,2435.0,4075.0,841.0,570.0,452.0,1267.0,193.0,111.0,20057.0,376.0,753.0,377.0,799.0,1944.0,0.0,27217.0,19773.0,286.0,2822.0,171.0,125.0,16964.0,836.0,795.0,2123.0,5195.0,682.0,4475.0,1768.0,3424.0,101.0,2847.0,1793.0,1317.0,846.0,985.0,491.0,4573.0,337.0,4674.0,53.0,8272.0,148.0,777.0,144.0,651.0,0.0,10369.0,1832.0,4637.0,169.0,2966.0
7,404.0,0.0,0.0,97.0,52.0,439.0,131.0,67.0,8517.0,1402.0,90.0,1362.0,2390.0,60.0,54.0,4596.0,1266.0,82.0,158.0,243.0,5092.0,1191.0,10.0,108.0,39.0,33.0,66.0,233.0,157.0,0.0,229.0,878.0,50.0,3062.0,55.0,69.0,64.0,1833.0,618.0,7.0,98.0,288.0,237.0,235.0,1013.0,253.0,0.0,109.0,599.0,991.0,293.0,93.0,4006.0,37.0,0.0,1137.0,554.0,68.0,159.0,287.0,2083.0,0.0,0.0,119.0,1906.0,71.0,480.0,741.0,151.0,247.0,485.0,584.0,807.0,805.0,43.0,1784.0,112.0,410.0,47.0,15.0,20.0,12.0,0.0,21.0,0.0,0.0,0.0,67.0,150.0,2524.0,1817.0,1609.0,3359.0,240.0,148.0,1351.0,27.0,2852.0,49.0,0.0,0.0,120.0,976.0,445.0,603.0,0.0,80.0,807.0,59.0,778.0,631.0,44.0,33.0,114.0,150.0,993.0,167.0,84.0,15.0,206.0,48.0,596.0,232.0,457.0,23.0,3296.0
8,376.0,0.0,423.0,991.0,1957.0,1719.0,4589.0,2115.0,7308.0,1819.0,206.0,2182.0,884.0,1769.0,176.0,1497.0,646.0,185.0,1020.0,646.0,1849.0,1860.0,551.0,321.0,763.0,811.0,176.0,2566.0,177.0,299.0,285.0,3778.0,1178.0,1607.0,488.0,137.0,2505.0,396.0,895.0,459.0,1749.0,458.0,4498.0,319.0,305.0,298.0,0.0,100.0,1187.0,876.0,1170.0,5010.0,887.0,105.0,60.0,984.0,303.0,227.0,330.0,504.0,672.0,322.0,191.0,120.0,2192.0,220.0,106.0,753.0,423.0,145.0,169.0,643.0,1070.0,900.0,132.0,1779.0,5308.0,159.0,573.0,157.0,282.0,400.0,734.0,1711.0,301.0,178.0,188.0,113.0,2914.0,3972.0,2292.0,594.0,2751.0,237.0,393.0,2385.0,61.0,2441.0,177.0,122.0,37.0,322.0,450.0,2700.0,239.0,0.0,146.0,343.0,3712.0,3089.0,792.0,353.0,278.0,210.0,1266.0,5468.0,625.0,631.0,958.0,403.0,417.0,1033.0,194.0,1422.0,1252.0,4961.0
9,211.0,89.0,1880.0,0.0,0.0,164.0,116.0,47.0,484.0,297.0,222.0,955.0,317.0,82.0,344.0,552.0,255.0,33.0,0.0,53.0,715.0,471.0,19.0,839.0,24.0,11.0,45.0,0.0,38.0,1249.0,139.0,302.0,0.0,689.0,6.0,67.0,64.0,246.0,371.0,11.0,0.0,69.0,0.0,174.0,144.0,87.0,822.0,200.0,1133.0,540.0,147.0,39.0,591.0,113.0,271.0,141.0,170.0,27.0,1561.0,2028.0,273.0,941.0,596.0,53.0,183.0,297.0,44.0,554.0,472.0,65.0,121.0,59.0,2567.0,77.0,429.0,1347.0,128.0,81.0,39.0,299.0,16.0,9.0,2007.0,51.0,976.0,482.0,922.0,385.0,0.0,1076.0,5406.0,121.0,158.0,30.0,94.0,2436.0,173.0,381.0,353.0,542.0,51.0,705.0,238.0,251.0,46.0,399.0,739.0,147.0,85.0,409.0,216.0,878.0,27.0,804.0,15.0,468.0,70.0,52.0,24.0,113.0,7.0,4067.0,499.0,161.0,30.0,766.0
10,204.0,94.0,2192.0,24.0,151.0,861.0,450.0,220.0,1424.0,468.0,546.0,857.0,807.0,370.0,555.0,812.0,496.0,123.0,349.0,282.0,1511.0,2221.0,64.0,1003.0,183.0,44.0,34.0,58.0,74.0,2239.0,132.0,1710.0,268.0,1194.0,35.0,95.0,254.0,490.0,393.0,49.0,543.0,153.0,1322.0,217.0,482.0,72.0,1289.0,402.0,2458.0,534.0,160.0,326.0,995.0,121.0,329.0,251.0,542.0,40.0,1478.0,1533.0,405.0,1037.0,1112.0,59.0,365.0,283.0,238.0,389.0,1127.0,267.0,348.0,137.0,1986.0,147.0,494.0,938.0,560.0,144.0,205.0,242.0,105.0,21.0,2269.0,200.0,1046.0,527.0,1058.0,241.0,590.0,4534.0,4072.0,240.0,543.0,67.0,100.0,5432.0,129.0,615.0,267.0,729.0,45.0,1177.0,711.0,948.0,81.0,653.0,714.0,297.0,448.0,398.0,150.0,589.0,148.0,479.0,90.0,2101.0,71.0,284.0,84.0,261.0,145.0,3224.0,854.0,593.0,152.0,1139.0
11,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1975.0,161.0,31.0,858.0,0.0,0.0,70.0,0.0,18.0,40.0,0.0,0.0,0.0,90.0,0.0,275.0,0.0,0.0,5.0,0.0,60.0,0.0,111.0,0.0,0.0,0.0,0.0,6.0,0.0,73.0,331.0,0.0,0.0,122.0,0.0,27.0,0.0,24.0,83.0,0.0,298.0,430.0,35.0,0.0,122.0,329.0,65.0,21.0,13.0,4.0,232.0,210.0,0.0,98.0,0.0,31.0,168.0,947.0,0.0,468.0,68.0,7.0,44.0,123.0,406.0,50.0,161.0,1344.0,0.0,0.0,0.0,511.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,841.0,30.0,700.0,51.0,21.0,609.0,27.0,74.0,68.0,157.0,0.0,136.0,90.0,0.0,9.0,45.0,114.0,0.0,0.0,110.0,45.0,1412.0,5.0,260.0,0.0,0.0,12.0,12.0,0.0,122.0,0.0,416.0,0.0,0.0,0.0,419.0
12,111.0,16.0,0.0,26.0,224.0,473.0,430.0,188.0,860.0,275.0,0.0,456.0,273.0,322.0,0.0,357.0,121.0,23.0,405.0,184.0,603.0,884.0,88.0,0.0,152.0,55.0,28.0,88.0,22.0,0.0,59.0,1117.0,451.0,350.0,50.0,56.0,287.0,0.0,186.0,49.0,787.0,49.0,2053.0,157.0,168.0,32.0,0.0,26.0,0.0,282.0,205.0,582.0,0.0,14.0,0.0,97.0,25.0,29.0,0.0,0.0,161.0,0.0,0.0,20.0,201.0,36.0,63.0,142.0,0.0,6.0,21.0,69.0,0.0,58.0,0.0,390.0,663.0,77.0,123.0,24.0,51.0,19.0,0.0,267.0,0.0,0.0,0.0,0.0,1277.0,1987.0,0.0,127.0,318.0,12.0,86.0,0.0,0.0,239.0,0.0,0.0,9.0,0.0,0.0,746.0,57.0,0.0,0.0,173.0,591.0,513.0,99.0,93.0,67.0,0.0,149.0,1585.0,89.0,215.0,121.0,56.0,147.0,0.0,26.0,420.0,213.0,715.0
13,109.0,62.0,116.0,179.0,1622.0,3209.0,7000.0,3032.0,1708.0,793.0,66.0,597.0,724.0,3151.0,106.0,1227.0,2693.0,20.0,1075.0,1332.0,1521.0,15861.0,798.0,534.0,1353.0,1476.0,222.0,447.0,34.0,71.0,74.0,7161.0,753.0,7489.0,114.0,129.0,4130.0,370.0,253.0,623.0,843.0,125.0,2134.0,374.0,1385.0,85.0,180.0,20.0,1158.0,305.0,1077.0,4338.0,759.0,31.0,0.0,187.0,114.0,125.0,522.0,1330.0,530.0,271.0,37.0,31.0,546.0,92.0,660.0,199.0,156.0,58.0,126.0,169.0,2119.0,211.0,267.0,529.0,8864.0,372.0,1071.0,90.0,501.0,627.0,559.0,2012.0,92.0,42.0,42.0,111.0,1771.0,35095.0,4709.0,198.0,655.0,66.0,629.0,2579.0,116.0,568.0,278.0,0.0,24.0,225.0,255.0,3726.0,89.0,83.0,241.0,815.0,4446.0,2944.0,257.0,236.0,736.0,193.0,281.0,8234.0,313.0,1579.0,1411.0,68.0,381.0,2970.0,45.0,2990.0,1647.0,2231.0
14,94.0,113.0,1711.0,27.0,76.0,733.0,263.0,121.0,311.0,183.0,52.0,308.0,700.0,256.0,66.0,1505.0,165.0,16.0,122.0,261.0,1329.0,2177.0,52.0,139.0,136.0,51.0,33.0,84.0,28.0,1152.0,41.0,1557.0,60.0,371.0,40.0,31.0,218.0,278.0,114.0,34.0,141.0,65.0,328.0,79.0,266.0,64.0,514.0,589.0,263.0,271.0,109.0,196.0,620.0,49.0,39.0,146.0,49.0,14.0,558.0,902.0,732.0,561.0,516.0,15.0,225.0,118.0,134.0,183.0,121.0,27.0,62.0,44.0,1028.0,73.0,69.0,418.0,466.0,202.0,214.0,142.0,109.0,24.0,1142.0,68.0,863.0,422.0,879.0,231.0,161.0,4414.0,2166.0,80.0,130.0,15.0,80.0,600.0,116.0,313.0,224.0,95.0,47.0,102.0,131.0,1092.0,38.0,236.0,270.0,380.0,129.0,383.0,155.0,378.0,140.0,426.0,116.0,2075.0,35.0,292.0,75.0,46.0,49.0,1907.0,1336.0,569.0,90.0,501.0
15,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,0.0,99.0,1195.0,0.0,0.0,163.0,61.0,523.0,155.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,52.0,0.0,154.0,0.0,0.0,1367.0,0.0,0.0,0.0,234.0,497.0,0.0,0.0,147.0,0.0,0.0,0.0,50.0,0.0,0.0,460.0,202.0,0.0,0.0,482.0,21.0,194.0,292.0,91.0,0.0,136.0,55.0,27.0,0.0,0.0,67.0,338.0,54.0,0.0,273.0,188.0,49.0,134.0,132.0,303.0,151.0,76.0,699.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,589.0,160.0,575.0,55.0,0.0,967.0,4.0,665.0,0.0,433.0,0.0,345.0,265.0,0.0,86.0,0.0,91.0,0.0,0.0,0.0,162.0,298.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,114.0,0.0,0.0,0.0,0.0
16,82.0,172.0,2670.0,6.0,0.0,138.0,36.0,26.0,0.0,211.0,21.0,0.0,135.0,34.0,34.0,413.0,69.0,0.0,0.0,42.0,288.0,618.0,6.0,156.0,27.0,18.0,32.0,16.0,0.0,1572.0,9.0,310.0,0.0,135.0,7.0,25.0,27.0,29.0,31.0,5.0,0.0,0.0,0.0,57.0,93.0,16.0,939.0,136.0,135.0,174.0,50.0,0.0,59.0,47.0,48.0,24.0,0.0,11.0,1026.0,1618.0,195.0,811.0,795.0,5.0,0.0,107.0,51.0,89.0,58.0,0.0,0.0,0.0,1549.0,14.0,67.0,197.0,66.0,52.0,43.0,97.0,16.0,6.0,1669.0,18.0,1203.0,598.0,1303.0,355.0,0.0,1287.0,3201.0,30.0,0.0,0.0,64.0,300.0,149.0,81.0,265.0,112.0,69.0,74.0,0.0,167.0,7.0,478.0,469.0,114.0,34.0,94.0,36.0,237.0,28.0,721.0,9.0,363.0,22.0,40.0,0.0,0.0,0.0,3516.0,332.0,94.0,15.0,526.0
17,81.0,0.0,0.0,9.0,0.0,49.0,0.0,0.0,1305.0,115.0,15.0,533.0,95.0,0.0,0.0,261.0,256.0,27.0,36.0,16.0,205.0,0.0,0.0,0.0,0.0,8.0,16.0,24.0,27.0,0.0,62.0,81.0,31.0,622.0,7.0,8.0,0.0,93.0,226.0,0.0,63.0,101.0,142.0,26.0,42.0,12.0,0.0,0.0,132.0,221.0,73.0,0.0,203.0,17.0,0.0,178.0,40.0,7.0,0.0,82.0,108.0,0.0,0.0,30.0,373.0,50.0,11.0,172.0,40.0,22.0,47.0,98.0,243.0,145.0,0.0,440.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,87.0,0.0,598.0,340.0,562.0,50.0,32.0,326.0,11.0,500.0,35.0,0.0,0.0,0.0,73.0,45.0,124.0,0.0,0.0,41.0,0.0,225.0,58.0,0.0,0.0,58.0,10.0,115.0,16.0,0.0,0.0,90.0,14.0,185.0,0.0,50.0,0.0,316.0
18,72.0,0.0,0.0,145.0,292.0,1216.0,1492.0,685.0,1008.0,503.0,63.0,303.0,981.0,1025.0,42.0,1353.0,264.0,29.0,277.0,456.0,2094.0,4310.0,161.0,138.0,392.0,311.0,41.0,456.0,18.0,0.0,58.0,2479.0,146.0,612.0,102.0,37.0,838.0,419.0,126.0,100.0,197.0,54.0,583.0,88.0,580.0,45.0,47.0,15.0,574.0,171.0,124.0,768.0,927.0,12.0,0.0,156.0,263.0,60.0,133.0,298.0,641.0,70.0,0.0,18.0,376.0,37.0,272.0,126.0,112.0,115.0,167.0,106.0,678.0,116.0,71.0,255.0,1796.0,213.0,361.0,0.0,172.0,136.0,94.0,805.0,23.0,18.0,0.0,42.0,409.0,9266.0,1534.0,112.0,333.0,34.0,97.0,1372.0,34.0,511.0,46.0,0.0,7.0,78.0,344.0,1467.0,42.0,21.0,62.0,420.0,1850.0,348.0,112.0,0.0,205.0,89.0,295.0,3211.0,163.0,474.0,190.0,59.0,109.0,660.0,41.0,1052.0,353.0,1269.0
19,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.0,0.0,83.0,607.0,0.0,0.0,113.0,87.0,540.0,74.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,42.0,0.0,100.0,0.0,0.0,1658.0,0.0,0.0,0.0,270.0,237.0,0.0,0.0,119.0,0.0,0.0,0.0,54.0,0.0,0.0,486.0,167.0,0.0,0.0,547.0,0.0,188.0,157.0,107.0,0.0,165.0,49.0,28.0,0.0,0.0,47.0,238.0,16.0,0.0,208.0,149.0,33.0,155.0,130.0,280.0,102.0,104.0,510.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,149.0,405.0,47.0,0.0,1049.0,0.0,427.0,0.0,392.0,0.0,227.0,329.0,0.0,46.0,0.0,58.0,0.0,0.0,0.0,178.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0,87.0,0.0,0.0,0.0,0.0
20,62.0,0.0,377.0,0.0,0.0,0.0,0.0,0.0,1284.0,42.0,30.0,1196.0,31.0,0.0,230.0,0.0,18.0,72.0,0.0,0.0,66.0,0.0,0.0,1057.0,0.0,0.0,0.0,0.0,31.0,444.0,178.0,0.0,0.0,64.0,0.0,4.0,0.0,47.0,483.0,0.0,0.0,69.0,0.0,43.0,0.0,5.0,28.0,15.0,798.0,159.0,21.0,0.0,77.0,33.0,501.0,31.0,45.0,0.0,236.0,83.0,0.0,25.0,245.0,66.0,63.0,72.0,0.0,270.0,51.0,16.0,22.0,79.0,233.0,32.0,455.0,744.0,0.0,0.0,0.0,169.0,0.0,0.0,47.0,0.0,93.0,49.0,206.0,19.0,0.0,0.0,508.0,12.0,454.0,17.0,12.0,1671.0,9.0,80.0,20.0,1117.0,0.0,443.0,41.0,0.0,5.0,13.0,112.0,0.0,0.0,50.0,0.0,445.0,0.0,31.0,0.0,0.0,13.0,0.0,0.0,169.0,0.0,247.0,0.0,0.0,0.0,112.0
21,58.0,0.0,924.0,0.0,15.0,63.0,0.0,0.0,357.0,123.0,102.0,539.0,60.0,28.0,102.0,87.0,55.0,52.0,0.0,0.0,117.0,126.0,0.0,217.0,0.0,0.0,2.0,0.0,22.0,682.0,45.0,156.0,0.0,227.0,5.0,14.0,0.0,80.0,238.0,5.0,0.0,73.0,0.0,18.0,0.0,13.0,399.0,39.0,388.0,169.0,16.0,37.0,223.0,31.0,63.0,106.0,46.0,3.0,395.0,550.0,33.0,349.0,302.0,17.0,130.0,80.0,0.0,169.0,208.0,15.0,43.0,39.0,607.0,55.0,92.0,412.0,46.0,0.0,11.0,105.0,6.0,0.0,779.0,17.0,567.0,232.0,438.0,105.0,22.0,283.0,1296.0,48.0,121.0,16.0,22.0,849.0,38.0,322.0,111.0,141.0,0.0,223.0,73.0,91.0,15.0,169.0,197.0,18.0,46.0,63.0,40.0,307.0,9.0,247.0,11.0,172.0,16.0,24.0,8.0,133.0,4.0,1177.0,76.0,38.0,0.0,294.0
22,57.0,19.0,1003.0,0.0,38.0,325.0,122.0,42.0,171.0,109.0,100.0,154.0,381.0,133.0,122.0,254.0,245.0,18.0,22.0,91.0,752.0,712.0,26.0,222.0,70.0,20.0,12.0,12.0,13.0,641.0,26.0,619.0,0.0,618.0,10.0,18.0,97.0,191.0,61.0,18.0,0.0,50.0,35.0,54.0,66.0,90.0,328.0,323.0,387.0,149.0,35.0,111.0,386.0,40.0,64.0,152.0,52.0,13.0,463.0,382.0,147.0,289.0,329.0,8.0,160.0,74.0,32.0,85.0,219.0,29.0,46.0,22.0,534.0,63.0,117.0,202.0,202.0,31.0,81.0,68.0,38.0,4.0,679.0,75.0,442.0,193.0,480.0,72.0,43.0,1509.0,1167.0,104.0,54.0,9.0,34.0,860.0,52.0,436.0,122.0,145.0,7.0,235.0,93.0,433.0,50.0,166.0,227.0,76.0,213.0,114.0,232.0,222.0,51.0,179.0,34.0,886.0,43.0,108.0,40.0,51.0,6.0,801.0,726.0,214.0,48.0,285.0
23,57.0,91.0,872.0,25.0,26.0,77.0,135.0,62.0,385.0,216.0,133.0,287.0,352.0,46.0,144.0,507.0,241.0,25.0,24.0,35.0,697.0,324.0,19.0,355.0,22.0,16.0,26.0,71.0,15.0,383.0,32.0,195.0,28.0,660.0,10.0,14.0,67.0,99.0,106.0,7.0,51.0,43.0,94.0,44.0,81.0,35.0,479.0,112.0,461.0,166.0,163.0,65.0,201.0,48.0,163.0,90.0,47.0,9.0,402.0,683.0,246.0,398.0,202.0,12.0,137.0,143.0,29.0,131.0,299.0,31.0,33.0,33.0,768.0,69.0,162.0,309.0,129.0,56.0,17.0,110.0,9.0,12.0,860.0,50.0,414.0,187.0,448.0,145.0,50.0,675.0,1688.0,58.0,152.0,14.0,67.0,1048.0,43.0,201.0,112.0,299.0,42.0,235.0,71.0,151.0,15.0,208.0,171.0,108.0,74.0,421.0,113.0,279.0,12.0,275.0,25.0,287.0,16.0,24.0,20.0,33.0,14.0,1649.0,266.0,89.0,22.0,630.0
