,0,2,8,10,13,16,21,23,27,29,36,38,42,44,51,62,65,69,83,90,97,104,119,125,132,139,140,141,142,143,144,145,148,149,150,151,152,200,228,316,338,342,345,360,366,371,381,392,406,409,413,416,420,423,427,429,433,439,448,459,467,473,479
1,-7.338538195074591,-6.035159341263706,-4.5174676210486,-4.5325131094707825,-3.2219553203227127,-3.065248494499561,-2.170580827149697,-2.488239194791761,-1.8386471384303664,-1.8348623612056754,-1.7458957139582616,-1.9217335331721117,-1.9709845816243765,-2.3652391567902535,-3.0361650985673623,-2.213919831439825,-3.591771069171001,-6.378582749871846,-7.338538195074591,-7.338538195074591,-6.065593472937388,-5.304327024550094,-6.228014784044609,-6.424123916108593,-6.433118036249133,-6.493499307487579,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-5.8723058686203,-5.5417947650126935,-5.60966887936594,-4.906194991662115,-6.4245095082024255,-6.48591342283718,-4.45681761054554,-4.355149575015564,-2.270124937566298,-1.8651667188061412,-1.649145501631226,-1.7418898002233825,-2.041400507435722,-2.391230083894051,-2.4160623196790088,-2.253805453796627,-2.608115078211501,-2.6482033564198013,-3.3907365209650524,-3.7623545199852986,-3.6136391134358927,-3.5402364903114334,-3.080584362544057
2,-7.338538195074591,-6.733281507359706,-5.601443055333355,-5.070128457233952,-4.083434629662394,-3.7041432169089448,-2.273127917735378,-2.8342249912366784,-1.9918833589873381,-1.887438793951279,-1.5022140299681457,-1.903541834731715,-2.0854902419607972,-2.2401791533731354,-2.962563631026819,-3.287172020934062,-4.32244951936164,-7.338538195074591,-7.338538195074591,-7.338538195074591,-6.893568196116066,-5.481817036266678,-6.724582584741526,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-6.793905671478269,-6.650171493268127,-6.7774380277142185,-5.036651051213936,-7.338538195074591,-6.46427923369178,-5.12358435145849,-5.0681523872917325,-2.65660413134241,-2.1125090946177774,-1.6949611664021904,-1.954447626940074,-2.235956153708574,-1.7314410906636126,-2.1880786740617624,-1.5714517633147114,-2.2534511651881206,-2.713515976472661,-3.5944168302794424,-4.269694109475494,-4.218707946848275,-4.446340978021395,-4.144458125855165
3,-5.706273431187563,-5.076502337028338,-3.9091850077466206,-3.817473645114806,-4.024467351622213,-4.414835945051768,-3.296843999375192,-3.480809262424816,-2.5857262476531724,-2.4408474385260797,-2.7950176726474387,-1.8181343836776036,-2.167309676506983,-2.533628473304257,-2.4673600667314863,-1.9737148975421095,-1.883144160146289,-2.46320931044201,-6.803699492843941,-7.338538195074591,-4.5302500033368975,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-6.767079491425444,-5.52872109090839,-4.573377403901059,-3.659958573954861,-2.6689765708198614,-2.2934627932089326,-2.2979772546237505,-2.1607674102719847,-1.824104365112083,-2.0983925399702783,-2.3822134888774755,-1.8851201906117403,-2.188905863447869,-2.3017210486097084,-2.38746526423785,-2.237801319624636,-2.3049964107362286,-1.9516713549706304,-2.3380384715808495
4,-2.610443904663825,-2.446643772088876,-2.3760433726979047,-2.1790616487630943,-2.1799682958141986,-2.8914219894315614,-2.8284123622574255,-2.835765557581449,-3.280888523004688,-3.3696217147556635,-4.172796904722634,-4.265124397903791,-3.884113275077998,-3.8506681808033028,-2.8635692658035206,-3.2503025003783206,-3.923152188285453,-3.8240680277483787,-3.7886863375930586,-3.91122390159031,-3.7027221473977936,-3.075869478436034,-3.2301398127749263,-2.5141768241826385,-2.6599532709151332,-2.188418843107435,-2.25536955003605,-2.1155824800832113,-2.3676027546370366,-2.253475962272821,-2.0413793185684495,-1.9076977569945084,-2.050160121308409,-2.212656335137134,-2.412479417620193,-2.2062756193933275,-2.1152478142122138,-1.8425753316417142,-1.8049546350216965,-2.661906069533303,-3.0160402457891586,-2.947453355106373,-3.0610189177469413,-2.4875324869148328,-2.6831300407269536,-2.385314216510954,-2.6929574253534647,-2.6461484594444222,-3.572001053558023,-3.0785846212161028,-3.5896128124093716,-3.5537105687926474,-3.484816421932352,-3.2847042188469393,-3.077962644683909,-3.5767374261564298,-2.9856895637529224,-3.2143526639859523,-2.804309577559305,-2.676275689817949,-3.130674822313709,-3.6155663035688548,-2.8361531838996434
5,-4.241288630486307,-4.8878090880470175,-5.027504210060356,-5.434073494031699,-4.248107649223152,-3.493065073202126,-3.8734029126722334,-3.9184546740117683,-4.1628110372405205,-4.647710588017276,-4.661420803247032,-5.102841074516001,-4.391475857211034,-3.7802816856367825,-3.266778818056858,-3.171319460823016,-3.1668505401515583,-2.9509128399021054,-3.9762362060963823,-2.721537709491161,-3.086089126955913,-4.609360509923214,-3.651491440024169,-3.0826572949660127,-3.0379320129327256,-2.779785241389673,-2.6602063302640095,-2.684046533842574,-2.939686579001512,-2.8564621353528783,-2.818757839059385,-3.1026760636112964,-2.852090938261979,-2.9148549636677683,-3.042848154486103,-2.954228748255479,-2.751162176111377,-2.5631350752904143,-3.010237201498273,-3.008359089943047,-2.9220236567317106,-2.906798727370087,-2.8899734846762497,-2.8216533502857226,-2.953907245163796,-3.143067709793326,-2.9978502414929653,-2.8638099024600527,-3.507873516078488,-3.0995489717135123,-3.6487867608436995,-3.3272178555892045,-3.1294398712817104,-2.8580397568663267,-2.8324007912053464,-2.8624401330283957,-2.897406613956151,-2.9814608318403413,-2.6545843424378965,-2.889715173002509,-2.9825547838675077,-2.966045507740856,-3.0368419840140404
6,-0.8431419053936438,-1.021591430716413,-1.9809847126625602,-3.062183190207734,-3.1682312646418107,-1.4798877220997504,-1.5780245661617587,-2.1577921840973184,-2.250861099794598,-2.4426651790048823,-2.178635826522899,-1.9677133453924698,-2.0244417965007964,-2.1637502576913143,-2.5159875937009133,-2.373729958361725,-2.1900948856464963,-2.3154604133833265,-2.694650426361326,-3.2846676231298106,-3.618210979546602,-2.2420399376948947,-2.143738766823568,-2.420248392739647,-2.024109025071066,-1.8371189561397536,-2.40139575148753,-2.3030951683208856,-2.6522614381819647,-2.8564236621373404,-2.620271205039749,-3.3096110907076604,-3.96295258947725,-4.008541736312071,-3.8610439656828657,-4.129563544232726,-3.5066231468448383,-4.884288231054287,-5.183690345525255,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-3.4211191535243812,-3.7269207069853096,-3.6624538544548,-3.6887871577619653,-3.0414225792829988,-1.6995836142422875,-3.003832623429563,-2.3476878616870667,-2.828370436518458,-3.09852665594079,-2.7908037302412816,-2.6066352232933876,-3.1570117564426936,-3.0149441534165398,-2.8024399856039057,-3.134211902537828,-3.880001465584827,-3.566513985909996,-3.946332250038259,-3.1178636480116038
7,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-5.076637868418001,-5.110788097352344,-4.943346959760877,-4.6105467315750355,-5.656475436591443,-6.198035999234728,-7.338538195074591,-5.602457084614654,-4.630987861932106,-4.892491451031431,-2.9304402267854113,-2.7125213202892096,-1.9802173493032647,-4.692224933252652,-2.3886426675948216,-2.2667848976170757,-7.338538195074591,-2.7007857913483955,-2.830056501542901,-4.334826197469445,-4.024521868984242,-4.25152392924045,-4.384563571488053,-4.923598205375806,-5.12161232240701,-5.515480086610423,-5.476156229705744,-5.480490679558928,-5.834529831402143,-6.113731997732829,-5.993751829015479,-6.273857711942271,-3.781749067384389,-3.7489507881261237,-5.75548793917675,-4.923513730721668,-4.883588838278941,-4.241722518201367,-3.505674097595275,-3.4196997701634135,-3.472250994710462,-3.2871814589415798,-2.721360504731836,-5.090142964573676,-3.167418746021991,-6.890703246270959,-3.463662290205638,-3.400694532455641,-3.7473129110201744,-2.568744881781752,-4.225805293229041,-2.8503306020681265,-3.2757542433227633,-2.5449074962758678,-2.427788831063221,-1.8102126692124587,-2.6937598056444774,-2.768268638183687
8,-4.1202402132892235,-7.338538195074591,-4.442891709629295,-4.509174270849295,-3.9952464485293095,-4.024785062484026,-4.54883444804052,-4.386525082512467,-4.353252458908235,-4.992151761449268,-5.093405818223735,-5.635308952507294,-4.5134048566691405,-4.002339859454117,-3.971509959207372,-3.4978428392918848,-3.6230102875966286,-3.5002844578029357,-4.822514401052794,-3.392418555676011,-3.3932625461270263,-5.867111343564097,-4.04733789001434,-3.7321661415364606,-3.885288040020573,-2.9723728428041833,-2.8403486501881217,-2.6295450245364047,-2.8527730967560196,-2.5480216032030456,-2.355241134587419,-2.1260207676452825,-1.9783857975755466,-2.0772213607608547,-1.9435209174240342,-1.9908329387739014,-2.0095367596831037,-1.6243754258385208,-1.387907896457484,-1.9718566402167135,-1.863615583924547,-1.9714572145311255,-2.2348893822574833,-2.1239317724094064,-2.4408828076929936,-2.2067743049109443,-2.8045646655001146,-2.3880880276348244,-4.0101611901372,-3.2626086337828735,-4.663595237471716,-3.4560888260086196,-3.3018814431552572,-3.3312818285813433,-2.74645742442634,-3.4760959383544123,-2.810665262787887,-3.002558236017358,-2.4197986691485207,-2.5776312666509935,-2.770964524381413,-3.3534121916834483,-2.5733033496237483
9,-3.080570483089685,-3.07213557844251,-3.1723084947744042,-2.9689030315352847,-2.9159266684168323,-3.1651894601032264,-3.268106922651761,-3.004624582748939,-3.486484167426064,-3.404005006805132,-4.022457142808341,-4.1353645956427005,-3.7904338266740947,-4.016915595390834,-3.8796748233105056,-4.185707920658281,-4.111738273637949,-3.9407048437584575,-4.0046506348766755,-4.379851676080267,-4.3418082881310145,-4.971059229385945,-4.851585847880017,-4.489996811541737,-5.224982591458379,-5.301354927086994,-5.27477346211495,-5.044071874145427,-5.265240523199431,-5.3256797090951675,-5.599663252861673,-6.129401885856981,-5.719436033767374,-5.772569945215005,-5.652803434910921,-5.527793983852305,-5.6440818578785725,-6.041485175076222,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-7.338538195074591,-4.171833782767856,-3.8358281425108753,-4.367878713711322,-3.4651916385331716,-4.2284645670965455,-3.8326942782674487,-3.7972484836683096,-3.8977902605113997,-3.750027627688272,-4.072653860721783,-4.186260395358892,-5.533031965826974,-4.979701538091422,-5.023499590660207,-4.69851465875855,-4.890151414174264,-4.478687863335243,-4.390696618176027,-4.2431070473397625,-3.837947572568346
